愚民 视频 彻头彻尾  垃圾,0
看  时候 确实 尬 笑  次  笑  后 越想 越 恶心   笑 点 都   丑八怪  拼命 挠  痒痒 听 句生 百 娃时 差点 吐出 谓  人性 考验 仍然 包裹  价交换  物化 女性  出发点  女性  金钱  天平 上 权衡 番 选择 前 后      赔   钱  理然  嫁 生 娃  奇葩 逻辑 力 挽回 成 果   救    男人 ,0
物化 女性 直男癌 硬尬 功夫 足球 开心 麻花  愿意 做 样  喜剧   前 两部 硬尬 低俗 只不少 讽刺 力度 部 部 弱 下去 变成 段子 拼贴  逮住 点  死 磕 无 线索 无 逻辑 无 智商   好  喜剧  完全 两条道路 醒醒,0
去年  香港 看 闫非 彭大魔  沈 马丽  乐 聊 资 接班人 想  夏洛特 烦恼  升级版 相 期  只 马丽 消失 夏 曾  诟病  思想  趣味 反倒 变加厉 难怪 招惹   非议  不少 方 段位 低  些 属 不好 回味    贪图 插入  正 情感 时 却 嚼 不烂  不 沈  喜剧 表演 上 真  套 很 笑点 还   撑   很 喜欢  捂 眼 哭 段 宋芸桦 开始 不 搭调  后面 不 搭调 成  挺 意思  主调    太 喜欢 滕丽名 时 恍惚 生育 梗  烧钱 梗 更 厉害 火箭 女孩 首 羞耻  歌   超 洗脑 片末  谋算 许久  大 梗 大 不 实 理应 传达  信息    性 婚姻   迫眉睫 不  张晨光 倒  好感 上 窜 鉴 夜间  反超 狄仁杰  猫腻 很 掉价 两星 半,0
姓 熏熏 悟空  熏,1
竟然 觉 还 不错 ,1
不错 剧情 方言 风格 都 挺 意思 些 疯狂 系列  相似处 关键 些 老梗老 段子 融 进去 成笑点  然 笑出 猪 说明 表现力 还 圈点   小众 冷门 片 点 鼓励 片子  意义  情怀 希 乡村 越越 好 乡村 教育 发展 ,1
演  真 很 好  很 笑点 很 爆笑 河南 话 太加分 ,1
好看,1
李春啸演  不赖,1
些 方面 鉴  疯狂  石头  不 大 制作  不 影响 笑果 很  诚意  部 电影,1
挺不错  条 线 最终 合 块 ,1
意外  轻松 加上 小笑点 ,1
乡村 魔幻现实主义 黑色幽默 最后 惊现 村头 蹦迪,1
逗  很 太太 太 写实 ,1
还 挺 好笑,1
发展  问题   发展  眼光 去 看   进步  优秀 只 循序渐进 才 会 越越 好 不 ,1
村长  钢蛋 演 不错 中,1
   不错,1
竟然 点 好看,1
前半 还 行后 半 些 松散 不上 总体   闹玩儿  还 些 差距 不 作 数量  少  土 电影 还 鼓励 下   加星,1
中国 好剧 ,1
 还 挺 喜欢  类型   心 迷宫 很  还 点 生涩,1
还 不错 院线 电影 不 部 黑色幽默,1
 很 院线 片强,0
梗太老,0
傻蛋 式 滚动,0
河南人 好样 ,0
笑 下 算  输,0
看 十五年 前 囤货 机  十年 前  老 梗  知道 必然   没 创意  片子,0
线索 剧情 老套 节奏 不够 紧凑 主线 叙事 跑题 演技  非常 尬 缺少 突出  情节 点 反转 力度 太小 ,0
辣鸡片,0
前半部 分 整体 剧情 节奏 颇 紧凑 然 预留  悬念  结局 反转  不难 猜  不 影响  部 完成度 颇 高  电影 电影 开场 两场 戏 视觉 呈现 很 意思  然 主题  常规 命题   拍摄 上 莫名   想  日 动画 心理 测量   平添 分 感触 作  看  最后 部 电影  感觉 画上  不错  句点,1
观赏性 上 意外  不错 前段 磕磕碰碰  幽默 两 主角   投射 清晰  视角 摸爬滚 后  冥顽不灵  渴 改变 劫案  尾声 倒 调度  般  吴 慷仁  超级    些 卑鄙 话 说  轻巧  乖戾 演  迷人 林哲熹  接住  戏,1
只 手表 引发  惨案 快  手表 还 廖文睿 片   年轻 编导  限  资源 中 拚命 完成  诚意 作 然 还 缺点   些 年轻 编导 意味著 台湾  电影 未 还 些 盼头,1
覺   個 動作 類型 片來 說 值 稱許 新導演  很 清楚   做 什麼 確實 沒什麼 大 格局  高深 劇  娛樂 性夠 執行 完成度 高動 作場面  最大 亮點 喜歡 洪 昰 顥 種 採 周遭 物件 混合 喜感  設計  成龍 早期 片子 火鍋店 大亂鬥 最 趣 洪子 烜 滿 適合 做 商業片  雙男主吳 慷仁 與 林哲熹 搭配  火花  寫 人文  掏出 小  連 反派 李 洺 中 都 頗 型 不過 女角  純屬 配襯 ,1
劇 寫  不錯 拍   不差 中間 無罪 推定 掉   舖 點 算 很 好 ,1
高配 白客 低配 吴京  大战 麻花 疼,1
 部 重视 剧情 铺成  演员 表演  作品 完成度 很 高 看 完 后  畅快  回味 存 前半部 分  动作 场面 加入  幽默 成份  电影  整体 气质 不 很 搭 不 知道  不 主创  创作 上  大众化  口味 妥协 情节 中  反转  不 令人 感 惊喜 反倒  电影 人物  性格特点  剧情  发展 中 显 十分 鲜明 中 交织 义气  谎言  纠葛   人物  命运 纠缠   部分  突 更 动 人 许 主创  不想 拍摄 部 硬派  动作 警匪 电影  想 立足 台湾  社会 环境 糅合  点 幽默  温情  电影 中 不 果   些 细节 再 交代 清楚   高捷  文睿  偏见  标  雅惠 间  事   会 更好 点,1
剧情 很 吸引 人  逻辑 上  问题 配乐  动作 戏 相 精彩,1
结尾 点 拖  总说 算 不错,1
反转 救  整 事 前半段 觉 不合理  人设  事 发展 大部分 都 说 通  戏 很 精彩  不 港片  韩式 黑道 片  看出 导演 试图 探索 造 台湾 特色 武片 还  不 说 非常 成功  非常 贵 两 女主 都 演  不好 减分  釜山 电影节 组委会 说   提前 看片 字幕组 成员  最 力推  片子 ,1
部 真 相爱 相杀  漏洞 不少 特  警方  黑道 都 太 弱智 不 吴慷 仁 林哲熹 很  火花 整部 片 节奏 笑点  动作 戏 都 不错 四星 鼓励  看  很 带劲,1
 觉 还   戏 然 略显 重复 点 审美疲劳  开局 很稳 剧 结构 作 原创   中 上 部分 台词 很  亮点 最 值 夸   人物 状态  结尾 笑 真 很神     上 加油,1
摇滚 配乐 讲究 听  太爽 最后  笑 无限 加 分,1
稍 欠火候  盘好 菜 略显 套路  情节    主角  拍  走进 人 心里 还 很 难  看 完 真心 爱上 男主  珍惜   赤子心  无奈   鲁莽 幼稚 躁动    黑化  心疼  最终  坚持 简直 不 再 少年  少年 ,1
 時候    這麼 簡單,1
 忽視  好 電影動 作場面 真 拍 好 角色  蠻 幽默 雖 許 缺陷  仍 舊  娛樂性 上表 現頗佳 想 幾部爛 好萊塢 動作片  票房   數 百倍 衝著 這點給  五星,1
相當 精彩  部 電影 這樣  動作片 雖然 沒  說  好萊塢 水準  運鏡 水準 很 不賴  巷戰  拍 攝視角 幾場 鬥  節奏感 尤 「 餐廳  場 鏡 底 都 很 精彩 加上 吳慷仁  林哲熹 兩個  魅力 並 非常 精彩 立體  演出   事 軸心 繞 著  「 社會 貼 上  標 籤   讓 事 更 趣  讓 台灣  國片 從 愛情 電影 驚悚片 類型 片 更   個 動作片  選項 整部 電影  節奏  音樂氣氛 都 抓  很  味道 喜歡動 作片   去 看看  認為 不輸給 當初 港片 超強 大時代  作品  很  韓國動 作片  程度  小輸給 好萊塢  聲光  中 台灣味 卻  出  很 不賴  特色,1
台湾版 两杆 大 烟枪 吴慷仁 真帅,1
事 还 不错 演技  ,1
部 电影 告诉  千万 不 轻信 陌生人,1
劇  人物 動機 幼稚  很 好笑 製 作 再 認 真  無 補 於 事 ,0
沒 睇 完,0
感觉 点 想 模仿 韩国  轻松 犯罪 片   想 探讨 下   不好  去  青年  人生 结果 不 成功  变成 只 空喊 想 做  好人  口号 前面 轻松  气氛  后面  反转 十分 不配 想 坑 人  不想 害人 性命  侠盗  心 却 做  不 侠盗  事   显 点 笑 ,0
太 老套  动作 戏 部分  完全 不 看,0
很明顯  想 模仿 香港 動作片  台片 然 喪失  臺 灣電影 最 擅長 講 事  特點 情節 太弱  犯罪 動機 都 沒 交代 倆 女生 角色  存 雞 肋  不行 兩顆 星 只 分別給 兩位 男主角  演技 帥氣,0
貴金 影業 公司 出現  瞬間 引人 爆笑 落日 殺神式 角色 關 係     不知 該 說  加分 還 減分  「 喜感    許 更 關鍵   「 喜感   捏 不 甚 精準   讓 最 後  「 情 罵 俏  著 歪 正著    趣味 ⋯ 表演 劇 聲音  方面 不乏 硬傷  作為 台片 勉強 給個 兩星  「 想當  好人    單細胞 人設 電玩 速度感 電影 不無爽 感賣 這麼 差 少 開 創國片 類型 這類 宣傳詞  信 破產 關 ,0
作 正,0
最 後  還 為 國片  給  星,0
⏩ 没法儿 看 系列,0
超出 预期 导演 太坏  先人 笑 再  人 哭     不  部闹 喜剧 时 突然 揭开 幕布 露出 小人物   苦楚 现实 素 汐 失去 尊严 场 戏 入选 年度 段落   刻 导演 才 说出  真正  话语   看似 滑稽 小丑  无名辈 都  不人知  悲喜  坚持 马嘉祺  马先勇 隔门 话 很 催泪 演员 都 很 出彩 结尾 稍崩  旧  国产片 里 难  佳作,1
不 爱情 胜似 爱情 丧  刚刚 好 黑  刚刚 好 暖  刚刚 好 人 说 中国 没 治愈 系  电影  片    看 片  笑  流泪 刻画 底层 人物  现实主义 题材  电影 不少数  片   近年 看  最具 诚意 三观 最正  最 哀不伤  部   充分 感受  什  真正  演技   看 陈建斌 素 汐章宇 王砚辉  顶级 演技 天团  飙戏 真心 期盼  片 国产片  真正 迎 好 演员 好 电影  春天,1
今年 最佳 国产 喜剧 没跑  线 叙事 还 很 考验 导演 编剧 功力  演员 表演  幸 片 完成度 都 非常 不错 素 汐章 宇太 劲  强力 推荐,1
果 抢劫 分  十万块 七万块 装修 两万块 结婚 剩下  万 全部   买 棒棒糖    最 喜欢 吃 棒棒糖  兄弟 说 不行  继续 升级 换装备 完成 更大  梦想   最大  梦想    兄弟 小时候 捡  条 死 蛇   讲  死  条 眼镜蛇 兄弟 长大  说  干 票 便 陪  干 票 只   梦 巴黎 工作 便 兄弟  不 说 什 爱 不  前   只 关心  后 否 快乐  知道   癞蛤蟆想吃天鹅肉  知道  想    不  无  说 什  都 会信 无  想 什  定 会 拼 全力 去    拉 住  手 跑  时候 突然    惊喜   脑中 片空白  想  直 跑下去 永远 不 停,1
学生   出  时候 燃炸 ,1
没 带  期 主   全员 演技派  去 看 结果 真 非常 非常 惊喜 智障 劫匪 落魄 保安 毒舌 残废 女 加上  钱 跑 路  老板 四条线   开始 不断 切换 切换  慢慢 聚集 最后 淋漓致  大 场面 环接 环  锁 效应  接  笑果  剧 够 扎实 老老实实 讲事 外 演员  实 太太 太加分  素 汐   会演  潘斌 龙  雨 中 爆发  场 戏  很 精彩  些 角度 略  黄 渤 老师  章宇  戏 真 太稳   开始  笑 点 都   身上  后面 次 剧情 转折  想 出人头  已  蒙蔽    击 演  非常  人 心酸  尤  最后  幕   表情 变化 真   陈建斌 角色  执 实 最 代表   角色  都 不  想  人 罢 最 趣  惊喜 应  王砚辉  深情款款  今年  黑马 应  部 才  ,1
  生活 失去 希  人 都 希  好好 活 拉上 窗帘 开 音乐 睡觉 醒   美好  天    只   命运 抛弃 实   样 胆小 粗心 卑 次  次  老天 玩弄     走 完 剩下  路   城市 五年 灯红酒绿 未   丢弃 赤子心    不   去 只   未  只 落魄 保安 却 愿意   挡 下  子弹     马  未 改姓    走 却 愿 倾家荡产   守住 信誉      生 追 不 不弃  笨   专   凶    懂 温柔  卑微   干净   身体 残疾    渴 飞翔  心  想 赚钱   坚守 底线   落魄    肩负 惩恶扬善  使命 摩托 上 树 鬼畜 视频 最 搞笑 天台 拍 隔墙 话 逼婚 携手 奔跑 最 催泪 笑 中 带泪 苦甘   生活,1
挺 好  看  素 汐  章宇 听  尧 十三  歌 还 次  大 银幕 看  鬼畜  都市 暗黑 童话 群 毫无 尊严  人   轴   蠢   贱   奸  都 还  努力    方式  人,1
年度 十佳 素 汐 次 出现 都 会 赚 走   眼泪 章宇   没 接 烂片    演员 非常  聪明 不仅 会 演戏 还 很会 选片 嬉 嬉笑 笑 哭哭啼啼  看 完  结尾 却 很 沉重  重获 希  两 人 却 不 知道 明天  不会 美好 无名辈 注定 斗不 命运 导演 真 点儿 悲观 ,1
果然 笑 中 带泪 才  最 触 内心  喜剧   角色 看似 戏剧性 却  都  讳莫深  面 章宇  素 汐  手戏 还 非常 带感   里  陈建斌 总   姜武  天 注定 里  暴戾 感 后半场  群戏 点 刻意 拗 高潮 幸 小人物  尊严  荒诞  辛酸 中 闪光,1
星  章宇 星  素 汐星 半  做饭 吃饭 谈 理想 场 戏 没想  章宇 素 汐 演技 逼  份 上  会  部 小 成 喜剧片 素 汐 突 很 难堪  场 戏 很 力  表现  什   没  尊严,1
前  很 期 看 仍 觉 好 演员 演技 全部 线 尤  潘斌 龙   惊喜 素 汐  章宇 不说  全篇 最  笑 点  都   仨 笑 中 带泪 越  后面 越 觉 戳 心想   里  面儿  活 真 难,1
  次  电影院 里 听  日  妈 卖 麻批     扎,1
线 不乱 群戏 不崩 黑色 喜剧 风格 怕 都  些小 人物    真心    方 西南 官话 真 亲切 ,1
  影 层面 很 粗糙  作 典型 玩 结构  国产 小 片 惊喜 处   不 涉 社会 批判   野心 很小 只 扎实  做  情感 触发 点 群戏 漂亮 特  章宇  素 汐  场 戏 都  好 ,1
